,Record ID,SchoolName,City,State,Borough,Zip Code,LastInspection,Permittee,InspectionDate,PTET,Site Type,Level,Code,ViolationDescription,LATITUDE,LONGITUDE,COUNCILDISTRICT,BIN,Public Status,Address,2021-2022 Segment Enrollment
904,50047748,ATMOSPHERE CHARTER SCHOOL - X460,Bronx,NY,Bronx,10463,12/14/2022,ATMOSPHERE ACADEMY PUBLIC CHARTER SCHOOLS,4/8/2022,2533,FSE (Private School Cafeteria - Not-For-Profit),C,04A,Food Protection Certificate not held by supervisor of food operations.,40.87515474,-73.91042453,10.0,1064672.0,Private,22 MARBLE HILL AVE,23954
905,50099589,ATMOSPHERE ACADEMY PUBLIC CHARTER,Bronx,NY,Bronx,10463,12/14/2022,ATMOSPHERE ACADEMY PUBLIC CHARTER SCHOOLS,12/14/2022,2533,FSE (Private School Cafeteria - Not-For-Profit),,,,40.88812563,-73.91312313,11.0,2085776.0,Private,3700 INDEPENDENCE AVENUE,23954
906,40541244,"UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL, ORCHARD COLLEGIATE ACADEMY",New York,NY,Manhattan,10002,2/28/2023,NEW YORK CITY DEPARTMENT OF EDUCATION,2/28/2023,2530,FSE (Public School Cafeteria),G,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",40.71367683,-73.98633592,1.0,1003223.0,Public,220 HENRY STREET,152463
907,50070106,PRE-K CENTER AT 68-20 MYRTLE AVENUE,Glendale,NY,Queens,11385,12/21/2022,NEW YORK CITY DEPARTMENT OF EDUCATION,4/30/2021,2530,FSE (Public School Cafeteria),,,,40.70167636,-73.88389069,30.0,4090330.0,Public,6820 MYRTLE AVE,263898
908,40542819,"BROOKLYN GARDENS ELEMENTARY SCHOOL, SCHOOL OF THE FUTURE BROOKLYN",Brooklyn,NY,Brooklyn,11207,11/18/2022,NEW YORK CITY DEPARTMENT OF EDUCATION,11/18/2022,2530,FSE (Public School Cafeteria),,,,40.6657906,-73.89772299,42.0,3084617.0,Public,574 DUMONT AVENUE,260855
909,50105102,TALMUD TORAH DNITRA,Brooklyn,NY,Brooklyn,11221,2/15/2023,Talmud Torah Dnitra,2/4/2021,2533,FSE (Private School Cafeteria - Not-For-Profit),G,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,40.68861271,-73.93915143,36.0,3044209.0,Private,265 MARCUS GARVEY BOULEVARD,116725
910,40543538,P.S. 025 BILINGUAL SCHOOL,Bronx,NY,Bronx,10455,11/18/2022,NEW YORK CITY DEPARTMENT OF EDUCATION,11/18/2022,2530,FSE (Public School Cafeteria),G,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",40.81261244,-73.90606194,8.0,2004772.0,Public,811 EAST  149 STREET,168582
911,40542213,"P036K @ K224, P.S. 224 HALE A. WOODRUFF",Brooklyn,NY,Brooklyn,11208,3/6/2023,NEW YORK CITY DEPARTMENT OF EDUCATION,3/17/2021,2530,FSE (Public School Cafeteria),C,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,40.66402912,-73.86637007,42.0,3346166.0,Public,755 WORTMAN AVENUE,260855
912,50070041,PRE-K CENTER AT 120 STUYVESANT PLACE,,NY,Staten Island,10301,9/14/2022,NEW YORK CITY DEPARTMENT OF EDUCATION,9/14/2022,2530,FSE (Public School Cafeteria),,,,40.64325641,-74.07715919,49.0,5000084.0,Public,120 STUYVESANT PLACE,61797
913,40542710,"NEW HEIGHTS MIDDLE SCHOOL, ACHIEVEMENT 1ST CROWN HEIGHTS MS, ACHIEVEMENT FIRST CROWN HEIGHTS CHARTER",Brooklyn,NY,Brooklyn,11203,1/24/2023,NEW YORK CITY DEPARTMENT OF EDUCATION,4/22/2021,2530,FSE (Public School Cafeteria),C,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",40.66243976,-73.93638197,41.0,3107129.0,Public,790 EAST NEW YORK AVENUE,260855
914,40541144,P.S. 041 GREENWICH VILLAGE,New York,NY,Manhattan,10011,10/27/2022,NEW YORK CITY DEPARTMENT OF EDUCATION,11/2/2020,2530,FSE (Public School Cafeteria),,,,40.73568518,-73.99902573,3.0,1010543.0,Public,116 WEST   11 STREET,152463
915,40542731,P.S. 108 SAL ABBRACCIAMENTO,Brooklyn,NY,Brooklyn,11208,3/10/2023,NEW YORK CITY DEPARTMENT OF EDUCATION,1/23/2023,2530,FSE (Public School Cafeteria),G,08C,"Pesticide not properly labeled or used by unlicensed individual.  Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",40.6812609,-73.88406338,37.0,3087131.0,Public,200 LINWOOD STREET,260855
916,40756060,SHAAR HATORAH HS,Richmond Hill,NY,Queens,11418,1/11/2023,YESHIVA SHAAR HATORAH,4/6/2022,2533,FSE (Private School Cafeteria - Not-For-Profit),C,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.7039569,-73.83442832,29.0,4192865.0,Private,117-06 84 AVENUE,39686
917,50120872,AECI II: NYC CHARTER HIGH SCHOOL FOR COMPUTER ENGINEERING AND INNOVATION,Bronx,NY,Bronx,10452,12/15/2022,RED RABBIT LLC,3/22/2022,2529,FSE (Private School Cafeteria - For Profit),,,,40.83695877,-73.91738235,16.0,2002858.0,Private,116 EAST  169 STREET,23954
918,50067171,HEBREW LANGUAGE ACADEMY CHARTER SCHOOL,Brooklyn,NY,Brooklyn,11234,1/18/2023,HEBREW LANGUAGE ACADEMY CHARTER SCHOOL,1/18/2023,2533,FSE (Private School Cafeteria - Not-For-Profit),G,10E,"Accurate thermometer not provided or properly located in refrigerated, cold storage or hot holding equipment",40.61385206,-73.9121416,46.0,3332530.0,Private,2186 MILL AVENUE,116725
919,50071099,"BUTTER BEANS, INC.",Brooklyn,NY,Brooklyn,11231,3/8/2023,"BUTTER BEANS, INC.",3/8/2023,2529,FSE (Private School Cafeteria - For Profit),C,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container.  Condiments not in single-service containers or dispensed directly by the vendor.",40.67696904,-73.99789095,39.0,3378613.0,Private,192 LUQUER STREET,116725
920,40542904,"BRONX HS FOR WRITING & COMMUNICATION, BRONX LAB SCHOOL, HS OF COMPUTERS & TECHNOLOGY, BRONX ACADEMY",Bronx,NY,Bronx,10467,2/14/2023,NEW YORK CITY DEPARTMENT OF EDUCATION,8/2/2021,2530,FSE (Public School Cafeteria),,,,40.87594666,-73.8619685,12.0,2057045.0,Public,800 EAST GUN HILL ROAD,168582
921,40735699,YESHIVA IMREI YOSEF SPINKA,Brooklyn,NY,Brooklyn,11219,1/13/2023,IMREI YOSEF SPI YESHIVA,1/13/2023,2533,FSE (Private School Cafeteria - Not-For-Profit),C,06C,"Food, supplies, and equipment not protected from potential source of contamination during storage, preparation, transportation, display or service.",40.62723069,-73.99303995,44.0,3131335.0,Private,5801 15 AVENUE,116725
922,40867744,EBENEZER PREP SCHOOL,Brooklyn,NY,Brooklyn,11203,1/9/2023,"EBENEZER MISSIONARY CHAPEL,INC.& EBENEZER PREPARATORY SCHOOL",6/14/2022,2533,FSE (Private School Cafeteria - Not-For-Profit),G,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",40.64202846,-73.92543662,45.0,3222149.0,Private,5464 KINGS HIGHWAY,116725
923,40740541,YESHIVAT MIZRACHI L'BANIM,Brooklyn,NY,Brooklyn,11229,2/22/2023,YESHIVAT MIZRAHI L'BANIM,4/12/2022,2533,FSE (Private School Cafeteria - Not-For-Profit),AV,18A,"Current valid permit, registration or other authorization to operate establishment not available.",40.61571694,-73.94477585,45.0,3211291.0,Private,2810 NOSTRAND AVE LOWR LEVEL,116725
924,41676091,TALMUD TORAH TASHBAR,Brooklyn,NY,Brooklyn,11205,1/10/2023,TORAH TASHBAR W TALMUD,3/10/2022,2533,FSE (Private School Cafeteria - Not-For-Profit),G,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.,40.69515105,-73.95816452,33.0,3334776.0,Private,128 FRANKLIN AVENUE,116725
925,50095553,CENTRAL UTA,Brooklyn,NY,Brooklyn,11206,1/12/2023,BAIS RUCHEL D'SATMAR INC,6/3/2021,2533,FSE (Private School Cafeteria - Not-For-Profit),G,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,40.69502937,-73.94912749,36.0,3048637.0,Private,585 MARCY AVENUE,116725
926,40542787,"UNCOMMON PREPARATORY CHARTER HIGH SCH, BROOKLYN GENERATION SCH, BROOKLYN THEATRE ARTS HS, VICTORY CO",Brooklyn,NY,Brooklyn,11236,8/10/2022,NEW YORK CITY DEPARTMENT OF EDUCATION,4/23/2021,2530,FSE (Public School Cafeteria),G,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,40.63327759,-73.91673477,46.0,3224139.0,Public,6565 FLATLANDS AVENUE,260855
927,40541048,P.S. 022 THOMAS JEFFERSON,Flushing,NY,Queens,11355,3/13/2023,NEW YORK CITY DEPARTMENT OF EDUCATION,8/13/2021,2530,FSE (Public School Cafeteria),G,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",40.76117564,-73.81208532,20.0,4438184.0,Public,15301 SANFORD AVENUE,263898
928,50095452,BAIS ESTHER HIGH SCHOOL,Brooklyn,NY,Brooklyn,11219,3/13/2023,BAYIS ESTER,3/13/2023,2533,FSE (Private School Cafeteria - Not-For-Profit),G,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",40.63367808,-73.99138916,44.0,3137765.0,Private,1363 50 STREET,116725
929,50119809,BRILLA COLLEGE PREP CHARTER SCHOOL,Bronx,NY,Bronx,10451,12/9/2022,BRILLA COLLEGE PREP CHARTER SCHOOLS,2/8/2022,2533,FSE (Private School Cafeteria - Not-For-Profit),G,10J,Hand wash sign not posted,40.81538274,-73.92186013,8.0,2000819.0,Private,452 COLLEGE AVENUE,23954
930,40542760,"INTERNATIONAL HIGH SCHOOL AT PROSPECT HEIGHTS, THE HIGH SCHOOL FOR GLOBAL CITIZENSHIP, BROOKLYN SCHO",Brooklyn,NY,Brooklyn,11225,7/19/2022,NEW YORK CITY DEPARTMENT OF EDUCATION,7/19/2022,2530,FSE (Public School Cafeteria),C,04M,Live roaches in facility's food or non-food area.,40.67034226,-73.96169487,35.0,3029686.0,Public,883 CLASSON AVENUE,260855
931,40806133,ASCENSION SCHOOL,New York,NY,Manhattan,10025,12/12/2022,ARCHDIOCESE OF NEW YORK,3/4/2021,2533,FSE (Private School Cafeteria - Not-For-Profit),,,,40.80208392,-73.96561004,7.0,1056664.0,Private,220 WEST  108 STREET,49856
932,50071737,VIZNITZER CHAIDER TIFERES YISROEL,Brooklyn,NY,Brooklyn,11219,3/1/2023,VIZNITZER CHAIDER TIFERES YISROEL,5/6/2022,2533,FSE (Private School Cafeteria - Not-For-Profit),C,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",40.63665286,-73.98578247,44.0,3136245.0,Private,1420 43 STREET,116725
933,40542166,P.S. 253,Brooklyn,NY,Brooklyn,11235,12/5/2022,NEW YORK CITY DEPARTMENT OF EDUCATION,1/14/2022,2530,FSE (Public School Cafeteria),G,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,40.57959983,-73.96207111,48.0,3244470.0,Public,601 OCEAN VIEW AVENUE,260855
934,50082547,SOUTH BRONX EARLY COLLEGE ACADEMY CHARTER SCHOOL,Bronx,NY,Bronx,10455,2/10/2023,NEW YORK CITY DEPARTMENT OF EDUCATION,4/8/2021,2531,FSE (Private School Cafeteria),C,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",40.81821875,-73.90460161,17.0,2000000.0,Private,766 WESTCHESTER AVENUE,23954
935,40541768,"P.S. K753 SCHOOL FOR CAREER DEVELOPMENT, LYFE [BABIES], W. H. MAXWELL CAREER AND TECHNICAL EDUCATION",Brooklyn,NY,Brooklyn,11207,2/3/2023,NEW YORK CITY DEPARTMENT OF EDUCATION,3/24/2021,2530,FSE (Public School Cafeteria),G,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,40.67412808,-73.89643036,37.0,3083660.0,Public,145 PENNSYLVANIA AVENUE,260855
936,41005402,RABBINICAL SEMINARY OF AMERICA,Flushing,NY,Queens,11367,3/13/2023,RABBINICAL SEMINARY OF AMERICA,6/16/2022,2533,FSE (Private School Cafeteria - Not-For-Profit),G,09A,Canned food product observed dented and not segregated from other consumable food items.,40.72321356,-73.81769456,24.0,4144493.0,Private,76-01 147 STREET,39686
937,40541830,P.S. 452,New York,NY,Manhattan,10023,10/4/2022,NEW YORK CITY DEPARTMENT OF EDUCATION,2/4/2022,2530,FSE (Public School Cafeteria),,,,40.77191806,-73.98732761,6.0,1030320.0,Public,210 WEST 61 STREET`,152463
938,40756918,YESHIVA & MESIVTA VISNITZ OF USA,Brooklyn,NY,Brooklyn,11219,2/14/2023,MESIVTA WIZNITZ YESHIVA,5/12/2022,2533,FSE (Private School Cafeteria - Not-For-Profit),C,04A,Food Protection Certificate not held by supervisor of food operations.,40.63457855,-73.99439748,44.0,3138058.0,Private,1231 51 STREET,116725
939,40542893,HERBERT H. LEHMAN HIGH SCHOOL,Bronx,NY,Bronx,10461,12/2/2022,NEW YORK CITY DEPARTMENT OF EDUCATION,3/18/2022,2530,FSE (Public School Cafeteria),G,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,40.84069571,-73.8385429,13.0,2074045.0,Public,3000 EAST TREMONT AVENUE,168582
940,41524517,URBAN ASSEMBLY NEW YORK HARBOR SCHOOL,New York,NY,Manhattan,10004,3/6/2023,NEW YORK CITY DEPARTMENT OF EDUCATION,7/11/2022,2530,FSE (Public School Cafeteria),,,,40.69120716,-74.02024037,1.0,1086340.0,Public,550 SHORT AVENUE,152463
941,41204697,BNOS SPINKA SCHOOL,Brooklyn,NY,Brooklyn,11206,1/19/2023,SPINKA BNOS,2/24/2022,2533,FSE (Private School Cafeteria - Not-For-Profit),AV,22G,Sale or use of certain expanded polystyrene items restricted,40.69991496,-73.95548553,33.0,3335371.0,Private,127 WALLABOUT STREET,116725
942,50114872,CARDINAL HAYES HIGH SCHOOL,Bronx,NY,Bronx,10451,11/21/2022,NR CAFETERIA SERVICES INC,12/10/2021,2529,FSE (Private School Cafeteria - For Profit),C,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",40.82081192,-73.92612072,17.0,2002452.0,Private,650 GRAND CONCOURSE,23954
943,40541122,"FREDERICK DOUGLASS ACADEMY, P.S. M811 MICKEY MANTLE SCHOOL",New York,NY,Manhattan,10001,2/17/2023,NEW YORK CITY DEPARTMENT OF EDUCATION,7/14/2022,2530,FSE (Public School Cafeteria),G,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,0.0,0.0,,,Public,2581 ADAM CLAYTON POWELL JR BOULEVARD,152463
944,40798577,GUARDIAN ANGEL SCHOOL,New York,NY,Manhattan,10011,9/23/2022,NEW YORK CITY DEPARTMENT OF EDUCATION,1/27/2021,2531,FSE (Private School Cafeteria),,,,40.74671079,-74.00489019,3.0,1012312.0,Private,193 10 AVENUE,49856
945,40542135,P.S. 373 - BROOKLYN TRANSITION CENTER,Brooklyn,NY,Brooklyn,11206,12/6/2022,NEW YORK CITY DEPARTMENT OF EDUCATION,2/26/2021,2530,FSE (Public School Cafeteria),,,,40.69886193,-73.94504211,36.0,3048352.0,Public,185 ELLERY STREET,260855
946,50082757,PS 376,Oakland Gardens,NY,Queens,11364,2/8/2023,NEW YORK CITY DEPARTMENT OF EDUCATION,7/26/2021,2530,FSE (Public School Cafeteria),,,,40.7549486,-73.77030546,19.0,4596229.0,Public,21021 48TH AVE,263898
947,50082549,BRILLA COLLEGE PREPARATORY CHARTER MIDDLE SCHOOL,Bronx,NY,Bronx,10451,9/15/2022,NEW YORK CITY DEPARTMENT OF EDUCATION,9/15/2022,2531,FSE (Private School Cafeteria),,,,40.81529644,-73.92010083,8.0,2000843.0,Private,500 COURTLANDT AVENUE,23954
948,40718429,HORACE MANN UPPER SCHOOL,Bronx,NY,Bronx,10471,11/22/2022,FLIK INTERNATIONAL CORP,2/16/2022,2529,FSE (Private School Cafeteria - For Profit),,,,40.89255493,-73.89885208,11.0,2084360.0,Private,231 WEST  246 STREET,23954
949,40735693,BNOS MALKE BELZ,Brooklyn,NY,Brooklyn,11218,2/6/2023,BNOS JERUSALEM D'CHASIDEI BELZ,8/10/2021,2533,FSE (Private School Cafeteria - Not-For-Profit),C,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",40.63941031,-73.97891424,39.0,3125932.0,Private,600 MCDONALD AVENUE,116725
950,40737415,TOMER DVORA SCHOOL,Brooklyn,NY,Brooklyn,11220,1/13/2023,CONGREGATION KHAL CHASIDEI SKWERE - TOMER DVORA SCHOOL,5/9/2022,2533,FSE (Private School Cafeteria - Not-For-Profit),C,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,40.64249738,-73.99869199,38.0,3337205.0,Private,4500 9 AVENUE,116725
951,40542950,P.S. 038 THE PACIFIC,Brooklyn,NY,Brooklyn,11217,2/3/2023,NEW YORK CITY DEPARTMENT OF EDUCATION,1/25/2021,2530,FSE (Public School Cafeteria),,,,40.68525697,-73.98263875,33.0,3001183.0,Public,450 PACIFIC STREET,260855
952,40546595,P168X @ PS 842X,Bronx,NY,Bronx,10463,10/27/2022,NEW YORK CITY DEPARTMENT OF EDUCATION,1/20/2021,2530,FSE (Public School Cafeteria),C,04A,Food Protection Certificate not held by supervisor of food operations.,40.88337749,-73.89084843,11.0,2015452.0,Public,3990 HILLMAN AVENUE,168582
953,40541819,"P.S. 233 LANGSTON HUGHES, NEW AMERICAN ACADEMY CHARTER SCHOOL",Brooklyn,NY,Brooklyn,11236,8/5/2022,NEW YORK CITY DEPARTMENT OF EDUCATION,2/18/2022,2530,FSE (Public School Cafeteria),,,,40.65101511,-73.91402051,42.0,3104990.0,Public,9301 AVENUE B,260855
954,40541122,"FREDERICK DOUGLASS ACADEMY, P.S. M811 MICKEY MANTLE SCHOOL",New York,NY,Manhattan,10001,2/17/2023,NEW YORK CITY DEPARTMENT OF EDUCATION,7/14/2022,2530,FSE (Public School Cafeteria),G,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",0.0,0.0,,,Public,2581 ADAM CLAYTON POWELL JR BOULEVARD,152463
955,40867736,FLATBUSH S.D.A. SCHOOL,Brooklyn,NY,Brooklyn,11203,1/13/2023,FLATBUSH SEVENTH-DAY ADVENTIST SCHOOL,1/13/2023,2533,FSE (Private School Cafeteria - Not-For-Profit),C,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.65058462,-73.92231336,45.0,3104157.0,Private,5810 SNYDER AVENUE,116725
956,40543530,P.S. 016 WAKEFIELD,Bronx,NY,Bronx,10470,12/12/2022,NEW YORK CITY DEPARTMENT OF EDUCATION,3/29/2022,2530,FSE (Public School Cafeteria),,,,40.90219938,-73.85482712,11.0,2070894.0,Public,4550 CARPENTER AVENUE,168582
957,50015945,ALL CITY LEADERSHIP SECONDARY SCHOOL,Brooklyn,NY,Brooklyn,11237,2/14/2023,NEW YORK CITY DEPARTMENT OF EDUCATION,7/12/2021,2530,FSE (Public School Cafeteria),G,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",40.69736279,-73.91317072,37.0,3413715.0,Public,321 PALMETTO STREET,260855
958,40936002,UNITED TALMUDICAL ACADEMY,Brooklyn,NY,Brooklyn,11219,3/20/2023,U.T.A. MESIFTA VAYOEL MOSHE,2/28/2022,2533,FSE (Private School Cafeteria - Not-For-Profit),G,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,40.63956321,-73.9996577,38.0,3137573.0,Private,960 49 STREET,116725
959,40543712,"P.S. 110 THEODORE SCHOENFELD, MOTT HALL III",Bronx,NY,Bronx,10456,9/29/2022,NEW YORK CITY DEPARTMENT OF EDUCATION,9/16/2022,2530,FSE (Public School Cafeteria),C,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.83527955,-73.90075002,16.0,2009718.0,Public,580 CROTONA PARK SOUTH,168582
960,50018310,"THE RIVERVIEW SCHOOL @ Q290, P.S. 290",Ridgewood,NY,Queens,11385,11/10/2022,NEW YORK CITY DEPARTMENT OF EDUCATION,3/31/2022,2530,FSE (Public School Cafeteria),,,,40.71301518,-73.90830583,30.0,4080234.0,Public,5520 METROPOLITAN AVE,263898
961,50129693,ST. THOMAS CHOIR SCHOOL,New York,NY,Manhattan,10019,12/21/2022,FLIK INTERNATIONAL CORP,10/26/2022,2529,FSE (Private School Cafeteria - For Profit),AV,18-01,"Current valid permit, registration or other authorization to operate a Food Service Establishment (FSE) or Non-retail Food Processing Establishment (NRFP) not available.",40.76634515,-73.97993165,4.0,1024905.0,Private,202 WEST   58 STREET,49856
962,40541486,P.S. 089 ELMHURST,Elmhurst,NY,Queens,11373,1/19/2023,NEW YORK CITY DEPARTMENT OF EDUCATION,7/5/2022,2530,FSE (Public School Cafeteria),G,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",40.74591551,-73.88020434,25.0,4037370.0,Public,8528 BRITTON AVENUE,263898
963,40543569,P.S. 086 KINGSBRIDGE HEIGHTS,Bronx,NY,Bronx,10468,3/13/2023,NEW YORK CITY DEPARTMENT OF EDUCATION,3/13/2023,2530,FSE (Public School Cafeteria),C,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.86982851,-73.89873854,11.0,2100971.0,Public,2756 RESERVOIR AVENUE,168582
964,40542698,"I.S. 096 SETH LOW, SUCCESS ACADEMY CHARTER SCHOOL - BENSONHURST",Brooklyn,NY,Brooklyn,11204,10/6/2022,NEW YORK CITY DEPARTMENT OF EDUCATION,10/6/2022,2530,FSE (Public School Cafeteria),G,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",40.6075333,-73.98466145,44.0,3174076.0,Public,99 AVENUE P,260855
965,40541022,P.S. 013 CLEMENT C. MOORE,Elmhurst,NY,Queens,11373,12/8/2022,NEW YORK CITY DEPARTMENT OF EDUCATION,12/8/2022,2530,FSE (Public School Cafeteria),C,04M,Live roaches in facility's food or non-food area.,40.73760527,-73.86850974,25.0,4437297.0,Public,5501 94 STREET,263898
966,41442457,ST. BENEDICT SCHOOL,Bronx,NY,Bronx,10465,1/11/2023,ARCHDIOCESE OF NEW YORK,5/14/2021,2533,FSE (Private School Cafeteria - Not-For-Profit),,,,40.83215976,-73.82554008,13.0,2076457.0,Private,1016 EDISON AVENUE,23954
967,40541470,"P.S. 125 RALPH BUNCHE, KIPP STAR COLLEGE PREP CHARTER, COLUMBIA SECONDARY SCHOOL",New York,NY,Manhattan,10027,2/13/2023,NEW YORK CITY DEPARTMENT OF EDUCATION,2/13/2023,2530,FSE (Public School Cafeteria),G,08B,"Garbage receptacle not pest or water resistant, with tight-fitting lids, and covered except while in active use. Garbage receptacle and cover not cleaned after emptying and prior to reuse. Garbage, refuse and other solid and liquid waste not collected, stored, removed and disposed of so as to prevent a nuisance.",40.8104246,-73.95580871,7.0,1059526.0,Public,425 WEST  123 STREET,152463
968,40542555,I.S. 340,Brooklyn,NY,Brooklyn,11238,2/8/2023,NEW YORK CITY DEPARTMENT OF EDUCATION,1/12/2022,2530,FSE (Public School Cafeteria),C,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.6760869,-73.97038,35.0,3029060.0,Public,227 STERLING PLACE,260855
969,41089859,HARLEM CHILDREN'S ZONE CHARTER SCHOOL,New York,NY,Manhattan,10035,12/13/2022,HARLEM CHILDREN'S ZONE INC.,4/26/2021,2533,FSE (Private School Cafeteria - Not-For-Profit),C,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.80592759,-73.94109551,9.0,1087811.0,Private,35 EAST  125 STREET,49856
970,50000552,GREAT OAKS CHARTER SCHOOL,New York,NY,Manhattan,10002,12/13/2022,NEW YORK CITY DEPARTMENT OF EDUCATION,4/6/2022,2530,FSE (Public School Cafeteria),G,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",40.71966095,-73.99185781,1.0,1087549.0,Public,38 DELANCEY STREET,152463
971,40519569,MOUNT ST. MICHAEL ACADEMY,Bronx,NY,Bronx,10466,1/3/2023,MT. SAINT MICHAEL ACADEMY,4/28/2022,2533,FSE (Private School Cafeteria - Not-For-Profit),C,04A,Food Protection Certificate not held by supervisor of food operations.,40.89764904,-73.84261448,12.0,2087387.0,Private,4300 MURDOCK AVENUE,23954
972,40547702,J.H.S. 157 STEPHEN A. HALSEY,Rego Park,NY,Queens,11374,2/2/2023,NEW YORK CITY DEPARTMENT OF EDUCATION,2/2/2023,2530,FSE (Public School Cafeteria),,,,40.73228186,-73.85382401,29.0,4442846.0,Public,6355 102 STREET,263898
973,50074417,YESHIVA CH'SAN SOFER,Brooklyn,NY,Brooklyn,11204,2/13/2023,YESHIVA CH'SAN SOFER INC,3/22/2022,2533,FSE (Private School Cafeteria - Not-For-Profit),C,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",40.62946663,-73.98290551,44.0,3129034.0,Private,1705 49 STREET,116725
974,50098361,YESHIVA OF FAR ROCKAWAY,Far Rockaway,NY,Queens,11691,11/28/2022,Y & Y CATERERS INC,11/28/2022,2529,FSE (Private School Cafeteria - For Profit),G,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,40.60020984,-73.74372024,31.0,4298658.0,Private,802 HICKSVILLE ROAD,39686
975,41283669,P.S. Q023 @ QUEENS CHILDREN CENTER,Queens Village,NY,Queens,11427,12/14/2022,NEW YORK CITY DEPARTMENT OF EDUCATION,6/2/2022,2530,FSE (Public School Cafeteria),,,,40.73835732,-73.73387314,23.0,4165628.0,Public,8009 WINCHESTER BOULEVARD,263898
